2009-9-22,3,262.15,298.86,0,1.195,-0.15,0.52,No Bleaching
2016-8-27,5,262.15,298.86,0,13.89,1.05,7,Severe (>50% Bleached)
2016-8-30,5,300.2,298.88,0,12.94,1.19,5.63,Severe (>50% Bleached)
2016-9-9,6,262.15,298.86,0,12.775,-0.445,7.595,Severe (>50% Bleached)
2016-8-31,1,262.15,298.8975,0,13.7075,-0.2875,8.5525,Severe (>50% Bleached)
2016-9-9,6,262.15,298.8975,0,12.8775,-1.1725,8.5525,Moderate (11-50% Bleached)
2009-4-29,10,262.15,298.901666666667,0,0.393333333333333,-5.77166666666667,0,Moderate (11-50% Bleached)
2009-9-8,0.5,262.15,298.901666666667,0,2.55666666666667,-0.536666666666667,0.805,No Bleaching
2016-8-30,5,300.2,298.89,0,13.03,1.18,4.35,Severe (>50% Bleached)
2016-8-5,15,262.15,298.8975,0,13.1375,0.365,6.075,Moderate (11-50% Bleached)
2010-4-29,10,262.15,298.901666666667,0,3.50833333333333,-5.15,0,No Bleaching
2010-4-29,10,262.15,298.901666666667,0,3.50833333333333,-5.15,0,No Bleaching
2016-9-1,4,262.15,298.901666666667,0,13.1133333333333,-0.11,7.37666666666667,Severe (>50% Bleached)
2010-5-13,4,262.15,298.901666666667,0,2.90333333333333,-3.23,0,No Bleaching
2010-8-12,2,262.15,298.901666666667,0,0,0.93,0,No Bleaching
2016-9-13,5,262.15,298.901666666667,0,12.3616666666667,-0.903333333333333,7.37666666666667,Moderate (11-50% Bleached)
2009-12-12,2,262.15,298.901666666667,0,0.688333333333333,-5.29333333333333,0,No Bleaching
2016-8-20,10,262.15,298.901666666667,0,12.0333333333333,1.71333333333333,5.03666666666667,Moderate (11-50% Bleached)
2010-8-6,4,262.15,298.901666666667,0,0.186666666666667,0.155,0,No Bleaching
2010-7-14,0.3,262.15,298.901666666667,0,0.186666666666667,0.401666666666667,0,Moderate (11-50% Bleached)
2010-8-7,3,262.15,298.901666666667,0,0.186666666666667,0.155,0,No Bleaching
2010-7-6,0.3,262.15,298.901666666667,0,0.536666666666667,-0.455,0,No Bleaching
2016-9-30,5,262.15,298.901666666667,0,7.35833333333333,-1.20166666666667,6.235,Moderate (11-50% Bleached)
2016-9-22,5,262.15,298.901666666667,0,9.04833333333333,-1.88833333333333,6.975,Moderate (11-50% Bleached)
2016-7-20,1.5,301.73,299.14,0,9.91,1.7,1.18,Severe (>50% Bleached)
2010-8-15,6,262.15,298.901666666667,0,0,0.93,0,No Bleaching
2011-4-20,6,262.15,298.901666666667,0,0.36,-4.23833333333333,0,No Bleaching
2009-6-30,1,262.15,298.873333333333,0,0,0.753333333333333,0,Moderate (11-50% Bleached)
2010-6-23,2,262.15,298.873333333333,0,1.53333333333333,-1.79666666666667,0,No Bleaching
2010-6-15,2,262.15,298.873333333333,0,3.16333333333333,-2.01666666666667,0,No Bleaching
2013-8-16,1,262.15,298.873333333333,0,8.57,-0.196666666666667,3.22333333333333,Moderate (11-50% Bleached)
2016-7-27,1.5,262.15,298.873333333333,0,11.7566666666667,1.54333333333333,5.37333333333333,Moderate (11-50% Bleached)
2016-8-17,1,262.15,298.873333333333,0,12.1566666666667,1.9,6.91666666666667,Severe (>50% Bleached)
2013-8-16,3,262.15,298.873333333333,0,8.57,-0.196666666666667,3.22333333333333,Mild (1-10% Bleached)
2008-10-28,1.5,262.15,298.873333333333,0,0,-1.9,0,Mild (1-10% Bleached)
2016-8-1,1.5,262.15,298.873333333333,0,11.7566666666667,1.54333333333333,5.37333333333333,Moderate (11-50% Bleached)
2009-5-26,10,262.15,298.901666666667,0,0,-2.81333333333333,0,Moderate (11-50% Bleached)
2016-7-25,2,262.15,298.873333333333,0,11.0866666666667,1.10666666666667,4.35,Moderate (11-50% Bleached)
2016-7-28,1.5,262.15,298.873333333333,0,11.7566666666667,1.54333333333333,5.37333333333333,Moderate (11-50% Bleached)
2016-7-25,4,262.15,298.873333333333,0,11.0866666666667,1.10666666666667,4.35,No Bleaching
2013-8-13,1,262.15,298.873333333333,0,8.57,-0.543333333333333,3.22333333333333,Moderate (11-50% Bleached)
2010-8-5,6,301.31,298.86,0,0,0.21,0,No Bleaching
2010-7-8,5,302.1,298.93,0,0,0.11,0,No Bleaching
2010-5-13,3,301.28,298.93,0,1.58,-4.31,0,No Bleaching
2010-3-18,6,298.1,298.93,0,0,-4.35,0,Moderate (11-50% Bleached)
2010-8-6,8,301.4,298.93,0,0,0.18,0,No Bleaching
2009-8-20,4,300.76,298.86,0,1.33,-0.28,0,Mild (1-10% Bleached)
2009-11-7,4,297.2,298.86,0,0,-3.56,0,No Bleaching
2009-8-27,2,300.45,298.86,0,1.33,-1.73,0,Moderate (11-50% Bleached)
2016-8-30,1,300.13,298.86,0,13.34,0.42,8.37,Moderate (11-50% Bleached)
2010-6-29,5,302.2,298.93,0,0,-1.26,0,No Bleaching
2010-7-1,4,302.18,298.93,0,0,-0.49,0,No Bleaching
2007-5-8,10,300.48,298.86,0,5.75,-3.86,0,Mild (1-10% Bleached)
2016-8-6,1.5,301.05,298.86,0,14.98,0.42,6.6,Moderate (11-50% Bleached)
2016-8-7,2,301.05,298.86,0,14.98,0.42,6.6,Severe (>50% Bleached)
2016-7-19,1,301.74,298.86,0,13.44,0.86,3.52,Moderate (11-50% Bleached)
2009-5-22,2,301.44,298.86,0,0,-2.36,0,No Bleaching
2016-8-17,1,300.45,298.86,0,12.82,1.77,6.6,Severe (>50% Bleached)
2010-7-13,1,301.95,298.84,0,4.6,-0.31,0,Moderate (11-50% Bleached)
2008-5-11,0.3,300.59,298.84,0,0,-3.65,0,Mild (1-10% Bleached)
2013-9-17,0.3,299.65,298.84,0,6.82,-0.87,3.35,Mild (1-10% Bleached)
2010-7-28,0.5,301.63,298.84,0,1.15,0.29,0,Moderate (11-50% Bleached)
2010-7-13,5,301.95,298.84,0,4.6,-0.31,0,No Bleaching
2010-7-13,5,302.02,298.86,0,0,-0.11,0,No Bleaching
2009-8-30,2,300.66,298.84,0,1.84,-1.59,0,Mild (1-10% Bleached)
2009-5-26,10,301.56,298.93,0,0,-2.72,0,Mild (1-10% Bleached)
2008-10-29,1.2,297.46,298.84,0,0,-1.05,0,Moderate (11-50% Bleached)
2010-3-22,5,297.9,298.9,0,7.55,-5.24,0,Moderate (11-50% Bleached)
2008-10-19,1.5,298.2,298.85,0,1.04,-2.28,0,No Bleaching
2016-8-18,2,300.47,298.85,0,10.28,1.68,4.79,Severe (>50% Bleached)
2011-8-13,2,301.03,298.85,0,1.05,0.49,0,No Bleaching
2008-10-19,2,298.2,298.85,0,1.04,-2.28,0,Mild (1-10% Bleached)
2009-12-6,2,296.25,298.88,0,1.26,-5.23,0,No Bleaching
2009-5-31,3,301.64,298.85,0,0,-1.99,0,No Bleaching
2009-12-6,2,296.25,298.88,0,1.26,-5.23,0,No Bleaching
2009-12-13,3,262.15,298.87,0,0.56625,-5.39125,0,No Bleaching
2009-12-29,3,295.75,298.87,0,0,-6.09,0,No Bleaching
2016-7-30,3,301.36,298.87,0,10.37,1.19,4.44,Moderate (11-50% Bleached)
2016-7-20,2,301.59,298.87,0,8.71,1.61,2.83,Moderate (11-50% Bleached)
2016-8-18,1,300.54,298.87,0,11.91,1.15,7.05,Severe (>50% Bleached)
2009-8-24,10,300.78,298.84,0,2.55,-1.1,1.5,Moderate (11-50% Bleached)
2010-8-25,7,300.61,298.78,0,0,0.99,0,No Bleaching
2013-8-23,0.5,262.15,298.1925,0,4.7125,-0.3625,0.9525,Moderate (11-50% Bleached)
2016-8-19,0.3,262.15,298.1925,0,13.1775,1.1875,4.7575,Moderate (11-50% Bleached)
2011-2-27,2,262.15,298.1925,0,0.5675,-7.9025,0,No Bleaching
2008-6-7,2,262.15,298.1925,0,0,-2.255,0,Mild (1-10% Bleached)
2010-2-27,2,262.15,298.1925,0,0,-6.975,0,Moderate (11-50% Bleached)
2013-8-24,3,262.15,298.1925,0,4.7125,-0.3625,0.9525,Moderate (11-50% Bleached)
2008-8-23,2,262.15,298.1925,0,3.01,0.09,0,No Bleaching
2008-5-28,2,262.15,298.1925,0,0,-2.5225,0,No Bleaching
2016-8-31,2,262.15,298.1925,0,12.93,0.7725,6.2675,Moderate (11-50% Bleached)
2010-4-18,0,297.98,297.93,0,2.66,-5.95,0,No Bleaching
2009-8-29,1,300.13,297.86,0,1.28,0.64,0,No Bleaching
2008-6-14,5,301.47,297.95,0,3.9,-1.92,0,No Bleaching
2008-7-20,10,301.73,297.95,0,5.82,0.26,0,Mild (1-10% Bleached)
2008-6-14,8,301.47,297.95,0,3.9,-1.92,0,No Bleaching
2010-4-18,0.5,298.09,297.92,0,4.09,-5.83,0,Mild (1-10% Bleached)
2009-9-23,2,298.69,297.92,0,1.35,0.22,0,No Bleaching
2009-8-23,1,300.44,297.92,0,1.35,-0.34,0,No Bleaching
2010-8-21,2,300.44,297.92,0,0,0.57,0,No Bleaching
2013-7-30,2,301.22,297.92,0,2.43,0.36,0,Mild (1-10% Bleached)
2008-8-15,3,300.74,297.92,0,5.29,0.29,0,Mild (1-10% Bleached)
2008-10-22,1,297.25,297.92,0,0,-1.28,0,No Bleaching
2010-8-21,5,300.44,297.92,0,0,0.57,0,No Bleaching
2009-8-23,5,300.44,297.92,0,1.35,-0.34,0,No Bleaching
2013-7-30,1,301.22,297.92,0,2.43,0.36,0,Moderate (11-50% Bleached)
2009-9-23,5,298.69,297.92,0,1.35,0.22,0,No Bleaching
2013-7-30,1,301.22,297.92,0,2.43,0.36,0,Moderate (11-50% Bleached)
2010-4-18,0.6,298.09,297.92,0,4.09,-5.83,0,Moderate (11-50% Bleached)
2011-4-18,2,298.09,297.92,0,0,-7.69,0,No Bleaching
2013-8-22,0.2,262.15,297.863333333333,0,6.37666666666667,-0.596666666666667,3.14666666666667,Moderate (11-50% Bleached)
2016-8-1,0.3,262.15,297.863333333333,0,10.44,1.97,3.64666666666667,Moderate (11-50% Bleached)
2013-8-22,0.5,262.15,297.863333333333,0,6.37666666666667,-0.596666666666667,3.14666666666667,Severe (>50% Bleached)
2016-9-15,0.3,262.15,297.863333333333,0,18.76,-0.91,12.13,Moderate (11-50% Bleached)
2013-8-15,3,300.41,297.81,0,6.88,-0.57,3.3,Severe (>50% Bleached)
2010-8-17,6.5,300.67,297.81,0,0,0.26,0,Moderate (11-50% Bleached)
2009-5-4,2,299.6,298.26,0,2.53,-6.53,0,No Bleaching
2009-3-21,6,262.15,297.79,0,0,-7.43666666666667,0,No Bleaching
